"","user_id","mail_id","mail_category","mail_type","sent_time","open_time","click_time","unsubscribe_time","last_online","hacker_created_at","hacker_timezone","clicked","contest_login_count","contest_login_count_1_days","contest_login_count_30_days","contest_login_count_365_days","contest_login_count_7_days","contest_participation_count","contest_participation_count_1_days","contest_participation_count_30_days","contest_participation_count_365_days","contest_participation_count_7_days","forum_comments_count","forum_count","forum_expert_count","forum_questions_count","hacker_confirmation","ipn_count","ipn_count_1_days","ipn_count_30_days","ipn_count_365_days","ipn_count_7_days","ipn_read","ipn_read_1_days","ipn_read_30_days","ipn_read_365_days","ipn_read_7_days","opened","submissions_count","submissions_count_1_days","submissions_count_30_days","submissions_count_365_days","submissions_count_7_days","submissions_count_contest","submissions_count_contest_1_days","submissions_count_contest_30_days","submissions_count_contest_365_days","submissions_count_contest_7_days","submissions_count_master","submissions_count_master_1_days","submissions_count_master_30_days","submissions_count_master_365_days","submissions_count_master_7_days","unsubscribed"
"11","jtKcdipOPS774BCepOKDG66y47Tn/hIJxd19nLjBhJw=","4+EEK8RbNYwuFCHznY9XSRCV4Yek60bHVgnP3jtjjzk=","mail_category_13","mail_type_2",1462888549,1462938374,NA,NA,1462425729,1432091263,18000,"false",1,0,0,1,0,2,0,1,2,1,0,0,0,0,"true",7,0,0,7,0,0,0,0,0,0,"true",7,0,6,7,6,0,0,0,0,0,7,0,6,7,6,"false"
"12","5dNKcOCHUe9dHlwVsear/PBHoV+t6nsAdbrCP5PSq80=","4+EEK8RbNYwuFCHznY9XSRCV4Yek60bHVgnP3jtjjzk=","mail_category_13","mail_type_2",1462888550,NA,NA,NA,1462815018,1432100879,-25200,"false",1,0,0,1,0,3,0,2,3,1,0,0,0,0,"true",8,0,1,8,1,0,0,0,0,0,"false",4,0,1,4,1,0,0,0,0,0,4,0,1,4,1,"false"
"13","yn5NuKI4Ogn1Wi+vdACTBkky2vRjfovc7JErvfudLiE=","4+EEK8RbNYwuFCHznY9XSRCV4Yek60bHVgnP3jtjjzk=","mail_category_13","mail_type_2",1462888555,1462889409,1462889424,NA,1462374888,1433586617,18000,"true",1,0,0,1,0,2,0,1,2,0,0,0,0,0,"true",7,0,0,7,0,0,0,0,0,0,"true",19,0,15,19,13,0,0,0,0,0,19,0,15,19,13,"false"
"14","llAlm6xnFRH9f/a2bGwmoRr2uvp8j+AXBLkAuUL9Xkk=","Vizsx+wb5WOpKXU97DHmHdVquW8NGYX0JxzYYEumGMw=","mail_category_4","mail_type_1",1463190615,NA,NA,NA,1462585165,1433439391,18000,"false",11,0,3,11,0,14,0,3,14,0,0,0,0,0,"true",50,1,23,50,2,2,0,2,2,0,"false",106,0,59,106,0,78,0,58,78,0,28,0,1,28,0,"false"
"15","y9hehzQWjo5xLoghS+AlUE1aQ7UR1rr6DWqjDghzb2k=","EHNBRbi6i9KO6cMHsuDPFjZVp2cY3RH+BiOKwPwzLQs=","mail_category_1","mail_type_1",1463191442,NA,NA,NA,1463126804,1432528892,25200,"false",1,0,0,1,0,2,0,0,2,0,0,0,0,0,"true",20,2,7,20,6,0,0,0,0,0,"false",32,7,8,32,8,1,0,0,1,0,31,7,8,31,8,"false"
"16","an3NOfhOeLy3EBg48m+nHkvlZQVQq6LuLT4AkV+GO68=","EHNBRbi6i9KO6cMHsuDPFjZVp2cY3RH+BiOKwPwzLQs=","mail_category_1","mail_type_1",1463507007,NA,NA,NA,1463410727,1433578504,18000,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",5,0,1,5,1,0,0,0,0,0,"false",51,0,21,51,15,0,0,0,0,0,51,0,21,51,15,"false"
"17","YmRRU7ZsTTnkoJkkTb9+V/zNDBA0neQcQczjKpSCLyc=","qE9zgWiITYA97RUiN4X/t9IVWLViLz+lKijaYegyBiQ=","mail_category_1","mail_type_1",1459929664,NA,NA,NA,1459854640,1433221760,18000,"false",4,0,0,4,0,7,0,0,7,0,0,0,0,0,"true",55,1,29,55,8,3,0,2,3,1,"false",43,6,41,43,27,0,0,0,0,0,43,6,41,43,27,"false"
"18","NYp6Il/58h/vtH1KEEmuQOczgZ6uLkuc706H2mphnL8=","MHdaCOtTkdy+D1v0AWNNrRfkPRLeh7cDhSUSy76C6hs=","mail_category_3","mail_type_1",1459927833,NA,NA,NA,1459666971,1433563329,18000,"false",4,0,1,4,0,6,0,1,6,0,0,0,0,0,"true",78,0,20,78,2,3,0,1,3,0,"false",117,0,11,117,1,12,0,1,12,1,105,0,10,105,0,"false"
"19","U3GA+lIRatU7Vi9ife57v+MDUvxz/n0NVpFlKmeBoxE=","0pnXZ0vcLfPzdraKm8MDNVGUbq4JpStt36iJz9p9Y7M=","mail_category_15","mail_type_3",1462284489,1462332044,NA,NA,1461640937,1433412257,-25200,"false",1,0,0,1,0,2,0,1,2,0,0,0,0,0,"true",11,0,0,11,0,0,0,0,0,0,"true",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
"20","DHbP/ipS/9hgvbGGnfxXWUcKYlseiIeUH1pSRI7Ph4c=","LG4wffxXh6OaTjM97uF/G0hGy/5MQ+S+xh6omViTZlM=","mail_category_3","mail_type_1",1463373186,1463399632,NA,NA,1463109964,1432845055,-25200,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",16,0,1,16,0,0,0,0,0,0,"true",33,0,33,33,13,0,0,0,0,0,33,0,33,33,13,"false"
"21","vNOP6E9rml+rVl7mzzX4bc3GTp/grbvFjJWdnsdq6uo=","1IhX6m0YjBQIVgfQVJQXCYuWAzZP5bQQ3wb9H4YEMPA=","mail_category_7","mail_type_1",1463374548,NA,NA,NA,1462075774,1433352592,18000,"false",5,0,0,5,0,9,0,0,9,0,0,0,0,0,"true",72,0,2,72,2,3,0,0,3,0,"false",27,0,0,27,0,5,0,0,5,0,22,0,0,22,0,"false"
"22","daj4AT0ObopVPAjkgxUs/2AH8CeXyw642lYqiP3MCYk=","d6i6KGr3YIbTSFgf3TwfH4a22JS09U/oHBsrFiuA674=","mail_category_4","mail_type_1",1457596239,1457600589,NA,NA,1456990564,1432019747,18000,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"false",20,0,3,20,0,2,0,0,2,0,"true",143,0,25,143,0,0,0,0,0,0,143,0,25,143,0,"false"
"23","MohZIpTROwKz5lmjvt6NNd5nn+tkTigB4aVUQrJ3+S4=","UGATDXARg7jMEInKH7oXgty2nwxnwD2l0OW/8Nsa0MI=","mail_category_6","mail_type_1",1461205142,NA,NA,NA,1459266071,1432216676,18000,"false",6,0,1,6,0,7,0,1,7,0,0,0,0,0,"true",11,0,0,11,0,0,0,0,0,0,"false",2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,"false"
"24","SbyZUQ6IHDbZ1G2gYIZ8xffm1v+LhFmOhoExH8QdVgs=","LG4wffxXh6OaTjM97uF/G0hGy/5MQ+S+xh6omViTZlM=","mail_category_3","mail_type_1",1463394689,1463468943,NA,NA,1463132523,1432563467,7200,"false",2,0,1,2,0,2,0,1,2,0,0,0,0,0,"true",15,0,2,15,1,0,0,0,0,0,"true",10,0,6,10,3,0,0,0,0,0,10,0,6,10,3,"false"
"25","RFOvQuZjoBPG3Yo8dDKtHr8x2oBJfzjNew06W8ShMd8=","UvOenEw0mOKV9CkXtIHS8mtTRo9l4JHH/r+UKU6ciwA=","mail_category_15","mail_type_3",1462889638,1462939357,NA,NA,1461241395,1433215241,18000,"false",1,0,0,1,0,2,0,1,2,0,0,0,0,0,"true",9,0,0,9,0,1,0,0,1,0,"true",15,0,10,15,0,0,0,0,0,0,15,0,10,15,0,"false"
"26","al8lhHoOjMn5rSXkaJPr01OkCUslkLcKmlV4X1ddF0g=","r6eVJNYsfjGvlgEw0Y6QQYh4Vvd+EUA9e0blOUEo1k0=","mail_category_10","mail_type_1",1458295237,NA,NA,NA,1455701938,1432459209,18000,"false",1,0,0,1,0,2,0,0,2,0,0,0,0,0,"true",16,0,1,16,0,0,0,0,0,0,"false",54,0,0,54,0,0,0,0,0,0,54,0,0,54,0,"false"
"27","BT/jU4zHopTYwsKzh85HlDI4gdb3WPQBkrRmQ7wgn/8=","UqjHLTfci2jErniqKM2JHBn8DurSys3+UlZOpSa32t4=","mail_category_3","mail_type_1",1463380293,NA,NA,NA,1463119771,1431936541,18000,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",19,0,4,19,3,2,0,0,2,0,"false",52,0,11,52,4,0,0,0,0,0,52,0,11,52,4,"false"
"28","DJukFlmyBrZkWbO9/Kola9X4kgipUooL/0u2thBdUxk=","1IhX6m0YjBQIVgfQVJQXCYuWAzZP5bQQ3wb9H4YEMPA=","mail_category_7","mail_type_1",1463025363,NA,NA,NA,1461727415,1431878699,18000,"false",9,0,0,9,0,14,0,1,14,0,1,4,0,3,"true",26,0,4,26,1,1,0,0,1,0,"false",171,0,5,171,0,97,0,0,97,0,74,0,5,74,0,"false"
"29","ti9vA1qDcKr0O7sbs9+61Ozsa9Ypbmz5tTU16z5jbmg=","k8T8IpI2c5m11B+ZFFEji/EsubYAJFm90AzzCsdXkfg=","mail_category_10","mail_type_1",1463025643,1463073585,NA,NA,1460429711,1433463636,-25200,"false",1,0,0,1,0,2,0,0,2,0,1,1,0,0,"true",47,0,2,47,1,4,0,0,4,0,"true",160,0,0,160,0,1,0,0,1,0,159,0,0,159,0,"false"
"30","r3WSMRCvpfI+d9T1toIo2AHF17HiKewpcOnfBS8bZpE=","qE9zgWiITYA97RUiN4X/t9IVWLViLz+lKijaYegyBiQ=","mail_category_1","mail_type_1",1463028175,NA,NA,NA,1462941254,1433664169,18000,"false",2,0,0,2,0,4,0,2,4,0,0,0,0,0,"true",24,0,2,24,1,0,0,0,0,0,"false",58,0,14,58,10,8,0,0,8,0,50,0,14,50,10,"false"
"31","D+NcmSENDA2SfUQdNjSGuyO3BXK4T2Io9EXmykl0cSI=","LG4wffxXh6OaTjM97uF/G0hGy/5MQ+S+xh6omViTZlM=","mail_category_3","mail_type_1",1462627895,NA,NA,NA,1462367126,1433307327,7200,"false",2,0,0,2,0,2,0,0,2,0,0,0,0,0,"true",66,0,8,66,1,1,0,0,1,0,"false",100,0,0,100,0,4,0,0,4,0,96,0,0,96,0,"false"
"32","1Jl2ykBk8x/rZbKb28afuEmP0K6b5zi3zpkrs7AJT/c=","Vizsx+wb5WOpKXU97DHmHdVquW8NGYX0JxzYYEumGMw=","mail_category_4","mail_type_1",1462434657,NA,NA,NA,1461829522,1433504132,18000,"false",4,0,1,4,0,8,0,2,8,0,1,1,0,0,"true",41,1,16,41,7,1,0,0,1,0,"false",40,0,29,40,0,1,0,0,1,0,39,0,29,39,0,"false"
"33","jH8uynhErVeNxB0J0T4G4x05G5j2nTkCfp1V0oAk3rg=","Nl7XRLw12X0DH7Gsz9bb7fM6mHcSz9iOZGx6I54Yd2s=","mail_category_7","mail_type_1",1462726536,NA,NA,NA,1461352080,1433564979,18000,"false",9,0,0,9,0,12,0,0,12,0,0,0,0,0,"true",43,0,8,43,0,2,0,0,2,0,"false",62,0,3,62,0,14,0,0,14,0,48,0,3,48,0,"false"
"34","3G5cXHeq4qS13yJJjSVCAN0JNM4LBhZwCLYJlKQknlQ=","1IhX6m0YjBQIVgfQVJQXCYuWAzZP5bQQ3wb9H4YEMPA=","mail_category_7","mail_type_1",1462463744,NA,NA,NA,1461166107,1432143066,18000,"false",8,0,2,8,0,12,0,2,12,0,0,0,0,0,"true",72,0,14,72,0,6,0,0,6,0,"false",236,0,9,236,0,66,0,9,66,0,170,0,0,170,0,"false"
"35","rL14PcvKzpWNz0CM7IT9y36xOUkledddnnRpjV6osb4=","9P3eFEduaJSCFRYju+jRkl8R9fPGjsdI+byuQViI+mA=","mail_category_13","mail_type_2",1462729676,1462760978,NA,NA,1462666618,1433290553,-14400,"false",2,1,1,2,1,2,1,1,2,1,0,0,0,0,"true",13,0,1,13,1,0,0,0,0,0,"true",6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,"false"
"36","v5z1P4DmhvITcAMbrHU/YlEy4/vnB8e0c8Rvt4bz5xs=","MHdaCOtTkdy+D1v0AWNNrRfkPRLeh7cDhSUSy76C6hs=","mail_category_3","mail_type_1",1462347052,NA,NA,NA,1462086085,1433176697,-25200,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",27,1,5,27,4,0,0,0,0,0,"false",7,0,0,7,0,0,0,0,0,0,7,0,0,7,0,"false"
"37","Dst3+yFDEG9g/jbkA+66kbfFppespuV5B4D9RK48wO4=","1IhX6m0YjBQIVgfQVJQXCYuWAzZP5bQQ3wb9H4YEMPA=","mail_category_7","mail_type_1",1463028969,NA,NA,NA,1461730024,1433435952,18000,"false",1,0,0,1,0,4,0,0,4,0,0,0,0,0,"true",30,0,0,30,0,0,0,0,0,0,"false",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"false"
"38","A4QG82YP3PsUHMjJN+tKKtYMUUl84BMC5kS4Q45V5DA=","AqRDVg/dz9X9TGHEJ4za5G8kxJ5tpzCJiLnh4K7JM8Y=","mail_category_9","mail_type_1",1462649734,NA,NA,NA,1459447986,1433402430,18000,"false",2,0,0,2,0,3,0,0,3,0,0,0,0,0,"true",11,0,2,11,2,1,0,0,1,0,"false",6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,"false"
"39","r3WSMRCvpfI+d9T1toIo2AHF17HiKewpcOnfBS8bZpE=","EHNBRbi6i9KO6cMHsuDPFjZVp2cY3RH+BiOKwPwzLQs=","mail_category_1","mail_type_1",1463389420,NA,NA,NA,1463298410,1433664169,18000,"false",3,0,1,3,1,5,0,3,5,1,0,0,0,0,"true",27,0,4,27,3,0,0,0,0,0,"false",67,0,23,67,11,16,0,8,16,8,51,0,15,51,3,"false"
"40","rbQu5bi1xaG6OHSol42cTtqDWYQaD0TjhtfMCxr4P6o=","EHNBRbi6i9KO6cMHsuDPFjZVp2cY3RH+BiOKwPwzLQs=","mail_category_1","mail_type_1",1462459396,1462459484,1462459491,NA,1461933652,1432559356,-14400,"true",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",8,0,0,8,0,0,0,0,0,0,"true",3,0,1,3,1,0,0,0,0,0,3,0,1,3,1,"false"
"41","hnI3RHt843jZ3bqrjJaMmGDCO0dLcyFagk4qVuHQlU0=","cGZhLzRyMNcmUGimBDUgjos5xN6VhVfs0fdkmWWBgiY=","mail_category_13","mail_type_2",1457802804,1457930530,NA,NA,1457792933,1433076553,18000,"false",12,0,1,12,1,33,0,3,33,2,0,0,0,0,"true",61,0,2,61,0,6,0,0,6,0,"true",65,0,9,65,0,63,0,9,63,0,2,0,0,2,0,"false"
"42","F566quqNpBIDVa6A/tXBv7K+nMOtexY8Cy1z4PgON9s=","8Vy+fplqaMJkjy75NIZkmnek3++6ipgBU1RyLLubUso=","mail_category_6","mail_type_1",1463393146,NA,NA,NA,1461489613,1433044775,18000,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",20,0,4,20,3,0,0,0,0,0,"false",34,0,0,34,0,0,0,0,0,0,34,0,0,34,0,"false"
"43","LUK/CzE9ln1DzK10oDtGcaB3thW8jAqWWeKixXaAOQQ=","r6eVJNYsfjGvlgEw0Y6QQYh4Vvd+EUA9e0blOUEo1k0=","mail_category_10","mail_type_1",1463515238,NA,NA,NA,1460920419,1433570123,18000,"false",5,0,0,5,0,6,0,0,6,0,0,0,0,0,"true",64,0,2,64,2,2,0,0,2,0,"false",299,0,0,299,0,5,0,0,5,0,294,0,0,294,0,"false"
"44","LUK/CzE9ln1DzK10oDtGcaB3thW8jAqWWeKixXaAOQQ=","UvOenEw0mOKV9CkXtIHS8mtTRo9l4JHH/r+UKU6ciwA=","mail_category_15","mail_type_3",1462889805,NA,NA,NA,1460920419,1433570123,18000,"false",5,0,0,5,0,6,0,0,6,0,0,0,0,0,"true",62,0,0,62,0,2,0,0,2,0,"false",299,0,4,299,0,5,0,0,5,0,294,0,4,294,0,"false"
"45","mupYO1DRoOWqIXYTleh9dfFDzzyKrILAk3mDmpbUs2U=","UvOenEw0mOKV9CkXtIHS8mtTRo9l4JHH/r+UKU6ciwA=","mail_category_15","mail_type_3",1462889836,1463237510,NA,NA,1460727168,1432024209,18000,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",32,0,7,32,1,0,0,0,0,0,"true",81,0,1,81,0,0,0,0,0,0,81,0,1,81,0,"false"
"46","1TOXIaoh9dEiUp++xyEkj/dwUGeFNy7yo8HkfPuk3Os=","LG4wffxXh6OaTjM97uF/G0hGy/5MQ+S+xh6omViTZlM=","mail_category_3","mail_type_1",1463207544,NA,NA,NA,1462947034,1432019805,18000,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"true",29,3,20,29,9,1,0,0,1,0,"false",27,0,20,27,20,0,0,0,0,0,27,0,20,27,20,"false"
"47","CibmAcoYpLxC85fLXA5idqKxQw6i8O1E1/DDY7CPUPE=","8Vy+fplqaMJkjy75NIZkmnek3++6ipgBU1RyLLubUso=","mail_category_6","mail_type_1",1463526323,NA,NA,NA,1461622876,1433548047,7200,"false",1,0,0,1,0,2,0,1,2,0,0,0,0,0,"true",28,0,22,28,5,0,0,0,0,0,"false",2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,"false"
"48","F+wqszvxMLvdeOq+9GxZU9h3Dh2/kRcQnGPkaOtXiRM=","mMixFvhdIpfibc4mx8fJIUIUScwKQC3RSOnJskqJNMc=","mail_category_1","mail_type_1",1459932123,1459932213,NA,NA,1459843491,1433399306,18000,"false",2,0,0,2,0,2,0,0,2,0,0,0,0,0,"true",46,1,20,46,7,3,0,1,3,0,"true",36,0,11,36,9,3,0,0,3,0,33,0,11,33,9,"false"
"49","kmAk6WEE3ec0kXTWzEUQ4q9mw9XNEHkxPyDYQahAKI8=","HJ/PiwKTQhp2aFoelZPYTAJACt1V8lQxJedvnMAi4d4=","mail_category_7","mail_type_1",1461880545,NA,NA,NA,1460583929,1432769719,-14400,"false",1,0,0,1,0,1,0,0,1,0,0,0,0,0,"false",23,0,0,23,0,0,0,0,0,0,"false",24,0,0,24,0,0,0,0,0,0,24,0,0,24,0,"false"
"50","KKz58B4e9Wy5BkGOyIYNTS2UwOMUB5BTaZKkeVu0NKQ=","EHNBRbi6i9KO6cMHsuDPFjZVp2cY3RH+BiOKwPwzLQs=","mail_category_1","mail_type_1",1462524113,NA,NA,NA,1462436011,1431751119,18000,"false",3,0,0,3,0,4,0,0,4,0,0,0,0,0,"true",33,0,1,33,0,5,0,0,5,0,"false",126,0,4,126,3,1,0,0,1,0,125,0,4,125,3,"false"
"51","J2aDbEwi1o1Au+OCodV3FtGRfPsrOL+HbevzlTjiJjo=","MHdaCOtTkdy+D1v0AWNNrRfkPRLeh7cDhSUSy76C6hs=","mail_category_3","mail_type_1",1462527101,NA,NA,NA,1462267699,1431950619,18000,"false",1,0,0,1,0,2,0,0,2,0,0,0,0,0,"true",51,0,2,51,1,0,0,0,0,0,"false",73,0,6,73,6,0,0,0,0,0,73,0,6,73,6,"false"
"52","iwD5y9cOsm1q+s95ZOcktb3USxT6e2gaBRwMJ/sAjoc=","aY2hFPpQ65yiLs6HDjQF5fkWWyhuiXkVprZBYWYBUr0=","mail_category_4","mail_type_1",1462909876,1462932699,1462932707,NA,1462302421,1433304627,NA,"true",1,0,0,1,0,3,0,1,3,0,0,0,0,0,"true",20,1,2,20,1,0,0,0,0,0,"true",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,"false"
"53","DcqpCDmgO9bOo/bo5BiNlKeLZran6gwZqfhoN2dtwxY=","aY2hFPpQ65yiLs6HDjQF5fkWWyhuiXkVprZBYWYBUr0=","mail_category_4","mail_type_1",1459763422,NA,NA,NA,1459156747,1431954081,18000,"false",4,0,2,4,0,8,0,5,8,0,0,0,0,0,"true",41,1,27,41,7,1,0,1,1,0,"false",50,0,50,50,0,0,0,0,0,0,50,0,50,50,0,"false"
"54","ximGeepc29mi/oktg+Et7yGVXysik7/J7HGUcfl2kEc=","EHNBRbi6i9KO6cMHsuDPFjZVp2cY3RH+BiOKwPwzLQs=","mail_category_1","mail_type_1",1461253312,NA,NA,NA,1461163444,1433247903,18000,"false",4,0,0,4,0,9,0,0,9,0,0,0,0,0,"true",19,0,1,19,0,0,0,0,0,0,"false",28,0,0,28,0,19,0,0,19,0,9,0,0,9,0,"false"
"55","WS1U5AZizszRD/cgDqJC9L5DRczg6mzvrKIyVlq2J6E=","HJ/PiwKTQhp2aFoelZPYTAJACt1V8lQxJedvnMAi4d4=","mail_category_7","mail_type_1",1462200927,NA,NA,NA,1460896297,1432828052,18000,"false",3,0,0,3,0,5,0,0,5,0,0,0,0,0,"true",19,0,0,19,0,0,0,0,0,0,"false",5,0,0,5,0,3,0,0,3,0,2,0,0,2,0,"false"
"56","Ov1uJ8CFqFJBTBVutIndxlSMkFWuDxM6/jqjz+5yrJc=","Nl7XRLw12X0DH7Gsz9bb7fM6mHcSz9iOZGx6I54Yd2s=","mail_category_7","mail_type_1",1460523320,NA,NA,NA,1459223886,1432716813,18000,"false",1,0,0,1,0,2,0,0,2,0,0,0,0,0,"true",25,0,2,25,0,0,0,0,0,0,"false",14,0,0,14,0,0,0,0,0,0,14,0,0,14,0,"false"
"57","e3V0R0j99lC1aKpMIGCAqbpeSyp6zKV2o6pvkdvgNE0=","HdXgapq2+F9UfnjsgsUDWd2hV8wlLhaeDp3Ru+E+zsY=","mail_category_13","mail_type_2",1462465469,1462518076,1462518091,NA,1462344214,1433590884,10800,"true",3,0,2,3,1,3,0,2,3,1,0,0,0,0,"true",7,0,0,7,0,1,0,0,1,0,"true",67,0,65,67,32,0,0,0,0,0,67,0,65,67,32,"false"
"58","sYWJaUWE6syuZ4KMJ8xGd0/IU6RKTnNvaJ5n7/043mk=","HdXgapq2+F9UfnjsgsUDWd2hV8wlLhaeDp3Ru+E+zsY=","mail_category_13","mail_type_2",1462465474,1462490148,NA,NA,1462186310,1433305270,-10800,"false",2,0,1,2,1,2,0,1,2,1,0,0,0,0,"true",2,0,0,2,0,0,0,0,0,0,"true",3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,"false"
